Nº;Date;Time;Country;League;Home;Away;jogosHome;totalHome;jogosAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
279;23/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 3;Hamburger SV U19;Jena U19;2;20;7;20;0,1;0,35;0,45;4,9;1,7578;3,25;1,299;8,15
280;23/08/2023;14:00;GERMANY;REGIONALLIGA NORDOST - ROUND 2;Berliner AK 07;Hertha Berlin II;5;20;4;20;0,25;0,2;0,45;3,7;2,1703;3,9;2,0224;7,6
281;23/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 3;Dresden U19;Braunschweig U19;5;20;4;20;0,25;0,2;0,45;3,6;1,6248;4,4;1,6852;8,0
282;23/08/2023;12:30;CZECH REPUBLIC;STREDOCESKY KP - ROUND 1;Dobris;Kutna Hora;5;20;3;20;0,25;0,15;0,4;3,5;1,8303;4,15;1,6515;7,65
283;23/08/2023;20:00;USA;US OPEN CUP - SEMI-FINALS;FC Cincinnati;Inter Miami;4;20;4;20;0,2;0,2;0,4;3,25;1,3739;3,5;1,7176;6,75
284;23/08/2023;13:00;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 3;Hertha U19;Union Berlin U19;4;20;4;20;0,2;0,2;0,4;3,95;2,1558;3,65;1,9046;7,6
285;23/08/2023;02:00;MONGOLIA;PREMIER LEAGUE - ROUND 4;Tuv Buganuud;Falcons;0;20;7;20;0,0;0,35;0,35;6,0;1,8974;4,0;2,2361;10,0
286;23/08/2023;08:00;NORWAY;NASJONAL U19 CL - PLAY OFFS - QUARTER-FINALS;Brann U19;Ham-Kam U19;1;20;5;20;0,05;0,25;0,3;5,05;1,6576;4,15;2,1743;9,2
287;23/08/2023;12:30;POLAND;III LIGA - GROUP I - ROUND 4;Mlawa;GKS Belchatow;4;20;2;20;0,2;0,1;0,3;4,45;2,0118;3,0;0,7746;7,45
288;23/08/2023;10:00;BELARUS;VYSSHAYA LIGA WOMEN - ROUND 26;Dyussh-Polesgu W;Minsk FK W;2;20;3;20;0,1;0,15;0,25;9,95;5,4907;6,6;4,6303;16,55
289;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 3;Hannover U19;Meppen U19;2;20;3;20;0,1;0,15;0,25;3,75;1,6086;3,8;1,7776;7,55
290;23/08/2023;11:00;UKRAINE;CHAMPIONSHIP WOMEN - ROUND 1;Kryvbas W;Vorskla Poltava W;2;20;2;20;0,1;0,1;0,2;5,85;3,6507;7,2;4,7707;13,05
291;23/08/2023;10:00;NORWAY;NASJONAL U19 CL - LOSERS PLAY OFFS - QUARTER-FINALS;Rosenborg U19;Valerenga U19;1;20;1;20;0,05;0,05;0,1;5,55;2,8544;4,95;2,2907;10,5
