Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
279;23/08/2023;15:30;WORLD;CLUB FRIENDLY;Xerez D.F.C. (Esp);Linense (Esp);13;20;8;20;0,65;0,4;1,05;0,85;0,7921;0,6;0,8602;1,45
280;23/08/2023;10:30;DR CONGO;LIGUE 1 - ROUND 1;Simba;Mazembe;10;20;11;20;0,5;0,55;1,05;1,05;1,3219;0,95;1,0235;2,0
281;23/08/2023;12:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Lipetsk;Forte Taganrog;10;20;11;20;0,5;0,55;1,05;0,95;1,2835;1,1;1,4799;2,05
282;23/08/2023;13:30;IRAN;PERSIAN GULF PRO LEAGUE - ROUND 3;Sepahan;Esteghlal F.C.;10;20;11;20;0,5;0,55;1,05;0,85;0,9097;0,8;0,8718;1,65
283;23/08/2023;19:06;NORTH & CENTRAL AMERICA;CONCACAF CARIBBEAN CUP - ROUND 1;Harbour View (Jam);Dunbeholden (Jam);12;20;9;20;0,6;0,45;1,05;0,8;0,7483;0,9;1,0909;1,7
284;23/08/2023;11:30;DR CONGO;LIGUE 1 - ROUND 2;Aigles du Congo;Maniema;9;20;11;20;0,45;0,55;1,0;0,6;0,7348;0,8;0,8718;1,4
285;23/08/2023;14:30;IRAN;PERSIAN GULF PRO LEAGUE - ROUND 3;Sanat Naft;Paykan;13;20;7;20;0,65;0,35;1,0;1,0;0,8367;0,45;0,669;1,45
286;23/08/2023;18:30;EL SALVADOR;PRIMERA DIVISION - APERTURA - ROUND 3;11 Deportivo;Municipal Limeno;9;20;10;20;0,45;0,5;0,95;0,55;0,669;0,7;0,9;1,25
287;23/08/2023;10:00;UKRAINE;UKRAINIAN CUP - 1/16-FINALS;Hirnyk-Sport;Metalist 1925;9;20;9;20;0,45;0,45;0,9;0,75;1,0897;0,6;0,7348;1,35
288;23/08/2023;12:30;IRAN;PERSIAN GULF PRO LEAGUE - ROUND 3;Havadar SC;Aluminium Arak;11;20;7;20;0,55;0,35;0,9;0,85;0,9631;0,5;0,7416;1,35
289;23/08/2023;13:00;IRAN;PERSIAN GULF PRO LEAGUE - ROUND 3;Malavan;Foolad;8;20;8;20;0,4;0,4;0,8;0,75;0,9937;0,5;0,6708;1,25
