Nº;Date;Time;Country;League;Home;Away;golsHome;jogosHome;golsAway;jogosAway;avgHome;sdHome;avgAway;sdAway;avgSum;0x0;1x0;2x0;1x1;0x1;0x2;U25
478;27/08/2023;10:30;HUNGARY;OTP BANK LIGA - ROUND 5;Debrecen;MTK Budapest;31;21;34;20;1,4762;1,2196;1,7;1,4526;3,1762;4,17;6,16;4,55;10,48;7,1;6,03;38,49
479;27/08/2023;09:00;NETHERLANDS;DERDE DIVISIE - ROUND 2;Gemert;TOGB;30;21;35;20;1,4286;0,8492;1,75;1,299;3,1786;4,17;5,95;4,25;10,41;7,29;6,38;38,45
480;27/08/2023;20:00;HONDURAS;LIGA NACIONAL - APERTURA - ROUND 5;Olancho;Real Sociedad;51;22;19;22;2,3182;1,4581;0,8636;0,9674;3,1818;4,15;9,62;11,15;8,31;3,59;1,55;38,37
481;27/08/2023;11:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 17;Tiller;Steinkjer;40;20;26;22;2,0;1,5492;1,1818;1,4345;3,1818;4,15;8,3;8,3;9,81;4,9;2,9;38,36
482;27/08/2023;11:00;FINLAND;KAKKONEN GROUP A;PEPO;Kiffen;35;22;35;22;1,5909;1,4032;1,5909;1,5273;3,1818;4,15;6,6;5,25;10,5;6,6;5,25;38,35
483;27/08/2023;09:00;INDONESIA;LIGA 1 - ROUND 10;Bali United;Barito Putera;43;21;24;21;2,0476;1,4302;1,1429;1,0367;3,1905;4,11;8,43;8,63;9,63;4,7;2,69;38,19
484;27/08/2023;12:00;SLOVAKIA;4. LIGA - BRATISLAVA - ROUND 4;Rovinka;MSK Senec;46;21;21;21;2,1905;1,7077;1,0;1,069;3,1905;4,12;9,01;9,87;9,01;4,12;2,06;38,19
485;27/08/2023;11:00;AFRICA;CAF CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;AS Vita Club;Primeiro de Agosto;43;22;25;20;1,9545;1,2605;1,25;1,1779;3,2045;4,06;7,93;7,75;9,91;5,07;3,17;37,89
486;27/08/2023;12:00;MOLDOVA;SUPER LIGA - ROUND 4;Floresti;Petrocub;39;22;33;23;1,7727;1,7303;1,4348;1,2795;3,2075;4,05;7,17;6,36;10,29;5,81;4,16;37,84
487;27/08/2023;10:00;GERMANY;OBERLIGA NIEDERSACHSEN - ROUND 4;Lupo-Martini Wolfsburg;Delmenhorst;41;19;21;20;2,1579;1,5648;1,05;0,9734;3,2079;4,04;8,73;9,42;9,16;4,25;2,23;37,83
488;27/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 4;Duisburg U19;Leverkusen U19;34;22;35;21;1,5455;1,4993;1,6667;1,1684;3,2122;4,03;6,22;4,81;10,37;6,71;5,59;37,73
489;27/08/2023;12:30;QATAR;QSL - ROUND 2;Al Arabi;Umm-Salal;36;21;27;18;1,7143;1,2399;1,5;1,3017;3,2143;4,02;6,89;5,9;10,33;6,03;4,52;37,69
490;27/08/2023;18:00;CANADA;CANADIAN PREMIER LEAGUE;Cavalry;Pacific FC;35;23;34;20;1,5217;0,9264;1,7;1,5843;3,2217;3,99;6,07;4,62;10,32;6,78;5,76;37,54
491;27/08/2023;19:00;DOMINICAN REPUBLIC;LDF - WINNERS STAGE - ROUND 8;Atlantico;Atletico Pantoja;32;21;34;20;1,5238;1,4013;1,7;1,3454;3,2238;3,98;6,07;4,62;10,31;6,77;5,75;37,5
492;27/08/2023;13:15;TURKEY;SUPER LIG - ROUND 3;Kayserispor;Samsunspor;39;24;32;20;1,625;1,3482;1,6;1,3191;3,225;3,98;6,46;5,25;10,34;6,36;5,09;37,48
493;27/08/2023;18:00;USA;NWSL WOMEN;Washington Spirit W;Portland Thorns W;30;20;38;22;1,5;1,3229;1,7273;1,0947;3,2273;3,97;5,95;4,46;10,28;6,85;5,92;37,43
494;27/08/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;Guingamp W;Reims W;27;22;46;23;1,2273;1,3119;2,0;1,7195;3,2273;3,97;4,87;2,99;9,74;7,93;7,93;37,43
495;27/08/2023;09:00;GERMANY;OBERLIGA SCHLESWIG-HOLSTEIN - ROUND 5;Eichede;SC Weiche-08 II;35;20;34;23;1,75;1,299;1,4783;1,3145;3,2283;3,96;6,93;6,07;10,25;5,86;4,33;37,4
496;27/08/2023;11:00;LUXEMBOURG;BGL LIGUE - ROUND 4;Racing Luxembourg;Jeunesse Esch;21;17;36;18;1,2353;1,0588;2,0;3,0732;3,2353;3,93;4,86;3,0;9,72;7,87;7,87;37,25
497;27/08/2023;14:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 23;Gagra;Dinamo Batumi;25;21;45;22;1,1905;1,1389;2,0455;1,3307;3,236;3,93;4,68;2,79;9,57;8,04;8,23;37,24
498;27/08/2023;06:00;SERBIA;SRPSKA LIGA - VOJVODINA - ROUND 3;Dinamo Pancevo;Omladinac NB;46;23;26;21;2,0;1,2511;1,2381;1,7703;3,2381;3,92;7,85;7,85;9,72;4,86;3,01;37,21
499;27/08/2023;17:00;VENEZUELA;LIGA FUTVE 2 - CLAUSURA - ROUND 8;Heroes de Falcon;Frontera;43;20;24;22;2,15;1,7965;1,0909;1,0833;3,2409;3,91;8,41;9,04;9,17;4,27;2,33;37,13
500;27/08/2023;09:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 18;IFK Berga;Rosengard;35;22;33;20;1,5909;1,3024;1,65;1,4239;3,2409;3,91;6,22;4,95;10,27;6,46;5,32;37,13
501;27/08/2023;09:00;DENMARK;3RD DIVISION;Young Boys FD;Vanlose;42;22;28;21;1,9091;1,6763;1,3333;1,1269;3,2424;3,91;7,46;7,12;9,95;5,21;3,47;37,12
502;27/08/2023;12:00;BULGARIA;VTORA LIGA - ROUND 7;Dunav Ruse;Bdin Vidin;33;23;38;21;1,4348;1,5832;1,8095;1,6218;3,2443;3,9;5,59;4,01;10,12;7,06;6,39;37,07
503;27/08/2023;06:00;AUSTRIA;REGIONALLIGA WEST - ROUND 5;Dornbirner SV;Altach U21;39;22;31;21;1,7727;1,6218;1,4762;1,4677;3,2489;3,88;6,88;6,1;10,16;5,73;4,23;36,98
504;27/08/2023;14:00;TURKEY;2. LIG WHITE GROUP - ROUND 1;Bucaspor 1928;Vanspor FK;39;22;31;21;1,7727;1,412;1,4762;1,18;3,2489;3,88;6,88;6,1;10,16;5,73;4,23;36,98
505;27/08/2023;12:00;BOSNIA AND HERZEGOVINA;PRVA LIGA - FBIH - ROUND 3;Gradacac;TOSK Tesanj;57;23;17;22;2,4783;1,3471;0,7727;1,0843;3,251;3,87;9,6;11,9;7,42;2,99;1,16;36,94
506;27/08/2023;12:30;HUNGARY;MERKANTIL BANK LIGA - ROUND 6;Soroksar;Nyiregyhaza;38;21;32;22;1,8095;1,0963;1,4545;0,9875;3,264;3,82;6,92;6,26;10,06;5,56;4,04;36,66
507;27/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 4;Myto;Holysov;39;21;31;22;1,8571;1,859;1,4091;1,5568;3,2662;3,82;7,09;6,58;9,98;5,37;3,79;36,63
508;27/08/2023;13:15;TURKEY;1. LIG - ROUND 3;Boluspor;Sanliurfaspor;30;22;42;22;1,3636;0,9791;1,9091;1,5641;3,2727;3,79;5,17;3,52;9,87;7,24;6,91;36,5
509;27/08/2023;11:00;SLOVAKIA;4. LIGA - EAST - ROUND 6;Raslavice;Medzilaborce;39;22;30;20;1,7727;1,3795;1,5;1,6583;3,2727;3,79;6,72;5,95;10,08;5,69;4,26;36,49
510;27/08/2023;12:00;NORWAY;OBOS-LIGAEN - ROUND 21;Sogndal;Skeid;53;22;19;22;2,4091;2,4617;0,8636;1,1792;3,2727;3,79;9,13;11,0;7,89;3,27;1,41;36,49
511;27/08/2023;11:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 18;Nosaby IF;Rappe GOIF;31;21;36;20;1,4762;1,0519;1,8;1,2884;3,2762;3,78;5,58;4,12;10,03;6,8;6,12;36,43
512;27/08/2023;18:30;BRAZIL;SERIE A - ROUND 21;Fortaleza;Coritiba;47;21;22;21;2,2381;1,9;1,0476;0,8438;3,2857;3,74;8,37;9,37;8,77;3,92;2,05;36,22
513;27/08/2023;16:30;SPAIN;PRIMERA RFEF - GROUP 2 - ROUND 1;Granada CF B;Murcia;34;19;33;22;1,7895;1,321;1,5;1,4694;3,2895;3,73;6,67;5,97;10,0;5,59;4,19;36,15
514;27/08/2023;10:00;GERMANY;OBERLIGA WESTFALEN - ROUND 3;SG Wattenscheid;ASC 09 Dortmund;35;19;29;20;1,8421;1,8712;1,45;1,1608;3,2921;3,72;6,85;6,31;9,93;5,39;3,91;36,11
515;27/08/2023;12:00;NORWAY;OBOS-LIGAEN - ROUND 21;Fredrikstad;Hodd;32;20;44;26;1,6;1,3928;1,6923;1,7269;3,2923;3,72;5,95;4,76;10,06;6,29;5,32;36,1
516;27/08/2023;12:00;FINLAND;YKKONEN;Ekenas;Mikkeli;36;20;30;20;1,8;1,1662;1,5;1,4663;3,3;3,69;6,64;5,97;9,96;5,53;4,15;35,94
517;27/08/2023;07:00;POLAND;III LIGA - GROUP I - ROUND 5;Pelikan;Bron Radom;36;21;35;22;1,7143;1,419;1,5909;1,0728;3,3052;3,67;6,29;5,39;10,0;5,84;4,64;35,83
518;27/08/2023;12:00;PORTUGAL;LIGA 3 - ROUND 4;Amora;Caldas;39;21;29;20;1,8571;1,39;1,45;0,9206;3,3071;3,66;6,8;6,32;9,86;5,31;3,85;35,8
519;27/08/2023;11:00;TURKEY;2. LIG RED GROUP - ROUND 1;Iskenderunspor;Aksaray Bld.;39;21;32;22;1,8571;1,4569;1,4545;1,2695;3,3116;3,64;6,77;6,29;9,85;5,3;3,86;35,71
520;27/08/2023;05:45;CAMBODIA;CPL;Angkor Tiger;Tiffy Army;34;21;39;23;1,619;1,4302;1,6957;1,1585;3,3147;3,64;5,88;4,76;9,98;6,16;5,23;35,65
521;27/08/2023;08:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 18;Lidkoping;Saffle SK;41;21;30;22;1,9524;1,1329;1,3636;1,333;3,316;3,63;7,09;6,92;9,66;4,95;3,37;35,62
522;27/08/2023;12:00;KAZAKHSTAN;PREMIER LEAGUE - ROUND 21;Tobol;Ordabasy;33;20;40;24;1,65;1,1079;1,6667;1,4907;3,3167;3,63;5,99;4,94;9,98;6,04;5,04;35,62
523;27/08/2023;10:00;SWITZERLAND;1.LIGA CLASSIC GROUP 2;Rotkreuz;Emmenbrucke;37;21;28;18;1,7619;1,0191;1,5556;1,2121;3,3175;3,62;6,39;5,63;9,93;5,64;4,39;35,6
524;27/08/2023;10:00;TURKEY;SUPER LIG WOMEN - ROUND 1;Trabzonspor W;Karadeniz Eregli Bld. W;39;22;31;20;1,7727;2,3536;1,55;1,9098;3,3227;3,61;6,39;5,66;9,91;5,59;4,33;35,49
525;27/08/2023;12:30;POLAND;EKSTRAKLASA - ROUND 6;Jagiellonia;Gornik Zabrze;38;21;38;25;1,8095;1,0963;1,52;1,7233;3,3295;3,58;6,48;5,86;9,85;5,44;4,14;35,35
526;27/08/2023;15:45;ITALY;SERIE A - ROUND 2;Napoli;Sassuolo;46;24;27;19;1,9167;1,2883;1,4211;1,5666;3,3378;3,55;6,81;6,53;9,67;5,05;3,59;35,2
527;27/08/2023;11:00;LUXEMBOURG;BGL LIGUE - ROUND 4;Victoria Rosport;Union Titus Petange;32;20;40;23;1,6;1,2806;1,7391;0,9876;3,3391;3,55;5,68;4,54;9,87;6,17;5,36;35,17
528;27/08/2023;11:30;SLOVAKIA;3. LIGA - WEST - ROUND 4;Dubnica;Belusa;26;22;54;25;1,1818;1,1923;2,16;1,5147;3,3418;3,54;4,18;2,47;9,03;7,64;8,25;35,11
529;27/08/2023;12:00;CZECH REPUBLIC;STREDOCESKY KP - ROUND 4;Mnichovohradistsky SK;Milin;33;16;27;21;2,0625;1,0879;1,2857;1,2399;3,3482;3,51;7,25;7,48;9,32;4,52;2,9;34,98
530;27/08/2023;09:00;SWEDEN;DIVISION 1 - NORRA - ROUND 19;Boden;Stockholm Internazionale;37;20;33;22;1,85;1,5898;1,5;0,8919;3,35;3,51;6,49;6,0;9,74;5,26;3,95;34,95
531;27/08/2023;12:30;SLOVENIA;PRVA LIGA - ROUND 6;O. Ljubljana;Celje;35;22;37;21;1,5909;1,3024;1,7619;1,411;3,3528;3,5;5,56;4,43;9,8;6,16;5,43;34,88
532;27/08/2023;13:00;NORWAY;DIVISION 3 - GROUP 6 - ROUND 17;Tromso 2;HIF Stein;54;22;18;20;2,4545;2,0165;0,9;1,261;3,3545;3,49;8,58;10,52;7,72;3,14;1,41;34,86
533;27/08/2023;12:00;CZECH REPUBLIC;PARDUBICKY KP - ROUND 4;Lanskroun;Moravany;46;22;28;22;2,0909;1,4113;1,2727;1,6006;3,3636;3,46;7,24;7,57;9,21;4,41;2,8;34,69
534;27/08/2023;12:00;FINLAND;KAKKONEN GROUP C;OTP;VIFK;39;22;35;22;1,7727;1,5935;1,5909;1,1143;3,3636;3,46;6,13;5,44;9,76;5,51;4,38;34,68
535;27/08/2023;07:00;PORTUGAL;LIGA PORTUGAL 2 - ROUND 3;FC Porto B;Leiria;35;20;34;21;1,75;1,5452;1,619;1,2141;3,369;3,44;6,02;5,27;9,75;5,57;4,51;34,56
536;27/08/2023;08:00;ENGLAND;CHAMPIONSHIP - ROUND 4;Watford;Blackburn;30;19;43;24;1,5789;1,2697;1,7917;1,4714;3,3706;3,44;5,43;4,28;9,72;6,16;5,52;34,55
537;27/08/2023;13:15;TURKEY;SUPER LIG - ROUND 3;Karagumruk;Ankaragucu;43;20;22;18;2,15;1,2757;1,2222;0,9162;3,3722;3,43;7,38;7,93;9,01;4,19;2,56;34,5
538;27/08/2023;11:00;ICELAND;BESTA DEILD WOMEN - ROUND 18;Stjarnan W;Selfoss W;47;19;18;20;2,4737;1,9295;0,9;1,3379;3,3737;3,43;8,48;10,48;7,63;3,08;1,39;34,49
539;27/08/2023;09:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 4;Krieschow;Halle;47;21;24;21;2,2381;1,4444;1,1429;1,2066;3,381;3,4;7,61;8,52;8,7;3,89;2,22;34,34
540;27/08/2023;16:05;CROATIA;HNL - ROUND 6;D. Zagreb;Rijeka;43;22;30;21;1,9545;1,3973;1,4286;1,4662;3,3831;3,39;6,63;6,48;9,48;4,85;3,46;34,29
541;27/08/2023;11:30;CZECH REPUBLIC;ZLINSKY KP - ROUND 4;Napajedla;Nevsova;42;22;31;21;1,9091;1,5641;1,4762;1,4013;3,3853;3,39;6,47;6,17;9,55;5,0;3,69;34,27
542;27/08/2023;11:00;ICELAND;BESTA DEILD WOMEN - ROUND 18;Valur W;Keflavik W;48;21;22;20;2,2857;2,0963;1,1;1,261;3,3857;3,39;7,74;8,85;8,51;3,72;2,05;34,26
543;27/08/2023;09:00;GERMANY;OBERLIGA HAMBURG - ROUND 5;Rugenbergen;Harksheide;48;23;26;20;2,087;1,9762;1,3;1,1;3,387;3,38;7,06;7,36;9,17;4,4;2,86;34,23
544;27/08/2023;05:15;CZECH REPUBLIC;MSFL - ROUND 4;Slovacko B;Trinec;43;20;26;21;2,15;1,9046;1,2381;1,477;3,3881;3,38;7,26;7,8;8,99;4,18;2,59;34,2
545;27/08/2023;10:00;NORWAY;OBOS-LIGAEN - ROUND 21;Ranheim;Start;38;23;33;19;1,6522;1,3058;1,7368;1,2071;3,389;3,37;5,58;4,61;9,68;5,86;5,09;34,19
546;27/08/2023;11:30;SERBIA;SRPSKA LIGA - EAST - ROUND 3;Timocanin;SFS Borac;37;21;36;22;1,7619;1,1914;1,6364;0,9315;3,3983;3,34;5,89;5,19;9,64;5,47;4,48;34,01
547;27/08/2023;11:30;ITALY;PRIMAVERA 1 - ROUND 1;Bologna U19;Frosinone U19;48;25;34;23;1,92;1,4945;1,4783;1,2112;3,3983;3,34;6,42;6,16;9,49;4,94;3,65;34,0
548;27/08/2023;12:00;SLOVAKIA;4. LIGA - WEST - ROUND 4;Pata;Hurbanovo;48;20;19;19;2,4;1,6248;1,0;1,026;3,4;3,34;8,01;9,61;8,01;3,34;1,67;33,98
549;27/08/2023;10:00;FRANCE;LIGUE 1 - ROUND 3;Strasbourg;Toulouse;33;22;40;21;1,5;0,9415;1,9048;1,7156;3,4048;3,32;4,98;3,74;9,49;6,32;6,02;33,87
550;27/08/2023;15:30;GREECE;SUPER LEAGUE - ROUND 2;Olympiacos Piraeus;Atromitos;52;22;24;23;2,3636;1,7721;1,0435;0,9079;3,4071;3,31;7,83;9,26;8,17;3,46;1,8;33,83
551;27/08/2023;06:00;POLAND;III LIGA - GROUP II - ROUND 5;Pogon Szczecin II;Stolem Gniewino;50;20;20;22;2,5;1,5652;0,9091;0,9959;3,4091;3,31;8,27;10,33;7,52;3,01;1,37;33,81
552;27/08/2023;12:00;NORWAY;OBOS-LIGAEN - ROUND 21;Kongsvinger;KFUM Oslo;32;22;43;22;1,4545;1,3392;1,9545;1,5805;3,409;3,31;4,81;3,5;9,4;6,46;6,32;33,8
553;27/08/2023;11:00;NORTH MACEDONIA;1. MFL - ROUND 5;Tikves;Voska Sport;37;25;29;15;1,48;1,1356;1,9333;1,7689;3,4133;3,29;4,87;3,61;9,42;6,37;6,15;33,71
554;27/08/2023;15:30;ROMANIA;LIGA 1 - ROUND 7;Farul Constanta;Univ. Craiova;44;22;34;24;2,0;1,6237;1,4167;0,9538;3,4167;3,28;6,56;6,56;9,3;4,65;3,29;33,64
555;27/08/2023;09:00;GERMANY;REGIONALLIGA NORTH - ROUND 5;Norderstedt;Holstein Kiel II;38;20;35;23;1,9;1,3379;1,5217;1,3471;3,4217;3,27;6,2;5,89;9,44;4,97;3,78;33,55
556;27/08/2023;03:00;JAPAN;NADESHIKO LEAGUE WOMEN - ROUND 16;Harima Albion W;Setagaya Sfida FC W;46;22;28;21;2,0909;1,3111;1,3333;0,9428;3,4242;3,26;6,81;7,12;9,08;4,34;2,9;33,51
557;27/08/2023;08:30;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 4;Union Berlin U19;RB Leipzig U19;34;19;36;22;1,7895;1,4718;1,6364;1,0245;3,4259;3,25;5,82;5,21;9,52;5,32;4,35;33,47
558;27/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 5;Chelmianka Chelm;Podhale Nowy Targ;30;21;48;24;1,4286;1,2563;2,0;1,9791;3,4286;3,24;4,63;3,31;9,27;6,49;6,49;33,43
559;27/08/2023;10:00;GERMANY;OBERLIGA MITTELRHEIN - ROUND 3;Glesch-Paffendorf;Hurth;32;21;40;21;1,5238;1,2196;1,9048;1,4444;3,4286;3,24;4,94;3,77;9,41;6,18;5,88;33,42
560;27/08/2023;13:30;UNITED ARAB EMIRATES;UAE LEAGUE - ROUND 2;Al Sharjah;Al Wasl;31;20;36;19;1,55;0,9734;1,8947;1,165;3,4447;3,19;4,95;3,84;9,37;6,05;5,73;33,13
561;27/08/2023;05:15;CZECH REPUBLIC;DIVISION D - ROUND 4;Velke Mezirici;Lisen B;35;20;39;23;1,75;1,2196;1,6957;1,3;3,4457;3,19;5,58;4,88;9,46;5,41;4,58;33,1
562;27/08/2023;09:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 3;Blackburn U21;Leicester U21;43;21;35;25;2,0476;1,7314;1,4;1,1662;3,4476;3,18;6,52;6,67;9,12;4,45;3,12;33,06
563;27/08/2023;12:00;SERBIA;PRVA LIGA - ROUND 4;Tekstilac Odzaci;Jedinstvo U.;52;22;24;22;2,3636;1,8227;1,0909;0,9959;3,4545;3,16;7,47;8,83;8,15;3,45;1,88;32,94
564;27/08/2023;09:30;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 7;Engers;Eintracht Trier;50;22;26;22;2,2727;1,8873;1,1818;1,3697;3,4545;3,16;7,18;8,16;8,49;3,73;2,21;32,93
565;27/08/2023;15:00;USA;NWSL WOMEN;North Carolina Courage W;Chicago W;50;22;26;22;2,2727;1,6564;1,1818;1,2662;3,4545;3,16;7,18;8,16;8,49;3,73;2,21;32,93
566;27/08/2023;11:45;NETHERLANDS;EREDIVISIE - ROUND 3;Heerenveen;Sparta Rotterdam;33;22;45;23;1,5;1,3399;1,9565;1,3981;3,4565;3,15;4,73;3,55;9,26;6,17;6,03;32,89
567;27/08/2023;10:00;POLAND;DIVISION 1 - ROUND 6;S. Rzeszow;Chrobry Glogow;40;19;30;22;2,1053;1,3336;1,3636;1,0245;3,4689;3,11;6,56;6,9;8,94;4,25;2,9;32,66
568;27/08/2023;12:00;AFRICA;CAF CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;Al Ahly Tripoli;Nouadhibou;39;20;35;23;1,95;1,7457;1,5217;1,2112;3,4717;3,11;6,06;5,91;9,22;4,73;3,6;32,63
569;27/08/2023;05:45;GERMANY;OBERLIGA HAMBURG - ROUND 5;HEBC Hamburg;TSV Buchholz 08;51;21;22;21;2,4286;1,8663;1,0476;0,7854;3,4762;3,09;7,51;9,12;7,87;3,24;1,7;32,53
570;27/08/2023;08:35;CHINA;SUPER LEAGUE WOMEN - ROUND 14;Guangdong Meizhou W;Wuhan Jiangda W;18;21;55;21;0,8571;0,833;2,619;1,4631;3,4761;3,09;2,65;1,14;6,94;8,1;10,61;32,53
571;27/08/2023;12:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 17;Strommen;Tromsdalen;38;21;35;21;1,8095;1,5312;1,6667;1,1684;3,4762;3,09;5,6;5,06;9,33;5,15;4,29;32,52
572;27/08/2023;21:00;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 6;Herediano;Alajuelense;38;21;35;21;1,8095;1,2954;1,6667;1,5533;3,4762;3,09;5,6;5,06;9,33;5,15;4,29;32,52
573;27/08/2023;18:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 7;CS Uruguay;Escorpiones;33;21;44;23;1,5714;1,0942;1,913;1,5298;3,4844;3,07;4,82;3,79;9,22;5,87;5,61;32,38
574;27/08/2023;10:00;ENGLAND;PREMIER LEAGUE - ROUND 3;Burnley;Aston Villa;41;20;33;23;2,05;1,1169;1,4348;1,0965;3,4848;3,07;6,29;6,44;9,02;4,4;3,15;32,37
575;27/08/2023;12:00;CZECH REPUBLIC;PARDUBICKY KP - ROUND 4;Vysoke Myto B;Prelouc;42;16;14;16;2,625;2,1469;0,875;0,857;3,5;3,02;7,93;10,41;6,94;2,64;1,16;32,1
576;27/08/2023;08:00;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 4;Paderborn U19;Alemannia Aachen U19;59;22;18;22;2,6818;1,8187;0,8182;1,2662;3,5;3,02;8,1;10,86;6,62;2,47;1,01;32,08
577;27/08/2023;19:00;USA;MLS NEXT PRO;Cincinnati 2;New York City II;32;22;43;21;1,4545;1,3048;2,0476;1,4953;3,5021;3,01;4,38;3,19;8,97;6,17;6,32;32,04
578;27/08/2023;11:00;FINLAND;KAKKONEN GROUP A;Klubi 04;NJS;50;23;28;21;2,1739;1,5224;1,3333;1,4584;3,5072;3,0;6,52;7,08;8,69;4,0;2,66;31,95
579;27/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 5;Avia Swidnik;KS Wieczysta Krakow;43;22;39;25;1,9545;1,637;1,56;1,0613;3,5145;2,98;5,82;5,68;9,07;4,64;3,62;31,81
580;27/08/2023;06:00;GERMANY;2. BUNDESLIGA WOMEN - ROUND 2;Weinberg W;Gutersloh W;44;24;37;22;1,8333;1,8634;1,6818;2,1614;3,5151;2,97;5,45;5,0;9,17;5,0;4,21;31,8
581;27/08/2023;11:30;SWITZERLAND;SUPER LEAGUE - ROUND 5;Grasshoppers;Luzern;46;25;37;22;1,84;1,12;1,6818;1,3276;3,5218;2,95;5,43;5,0;9,14;4,97;4,18;31,67
582;27/08/2023;11:30;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 4;Medlov;Litovel;50;21;24;21;2,381;1,5577;1,1429;1,0367;3,5239;2,95;7,02;8,36;8,02;3,37;1,93;31,65
583;27/08/2023;18:30;BRAZIL;SERIE A - ROUND 21;Palmeiras;Vasco;45;21;29;21;2,1429;1,3197;1,381;1,0455;3,5239;2,95;6,32;6,77;8,73;4,07;2,81;31,65
584;27/08/2023;10:00;GERMANY;OBERLIGA NIEDERRHEIN - ROUND 3;SW Essen;Union Nettetal;43;21;31;21;2,0476;1,4631;1,4762;1,1389;3,5238;2,95;6,04;6,18;8,91;4,35;3,21;31,64
585;27/08/2023;10:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 6;Jablonec;Slavia Prague;28;19;37;18;1,4737;1,3521;2,0556;1,0787;3,5293;2,93;4,32;3,18;8,89;6,03;6,2;31,55
586;27/08/2023;11:00;GERMANY;REGIONALLIGA NORDOST - ROUND 5;Erfurt;Zwickau;52;23;28;22;2,2609;1,75;1,2727;1,1748;3,5336;2,92;6,6;7,46;8,4;3,72;2,37;31,47
587;27/08/2023;11:00;SCOTLAND;PREMIERSHIP - ROUND 3;Dundee FC;Hearts;48;20;25;22;2,4;1,7436;1,1364;1,0572;3,5364;2,91;6,99;8,39;7,94;3,31;1,88;31,42
588;27/08/2023;11:00;BELGIUM;BELGIAN CUP - QUALIFICATION - SEMI-FINALS;Lokeren-Temse;Warnant;45;24;35;21;1,875;1,4808;1,6667;1,2084;3,5417;2,9;5,43;5,09;9,05;4,83;4,02;31,32
589;27/08/2023;14:15;ISRAEL;LIGAT HA'AL - ROUND 1;Maccabi Tel Aviv;SC Ashdod;44;20;31;23;2,2;1,4353;1,3478;1,2018;3,5478;2,88;6,33;6,97;8,54;3,88;2,61;31,21
590;27/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 4;Dortmund U19;Viktoria Koln U19;49;21;28;23;2,3333;1,8083;1,2174;1,3173;3,5507;2,87;6,7;7,81;8,15;3,49;2,13;31,15
591;27/08/2023;12:30;SWEDEN;ALLSVENSKAN - ROUND 21;Goteborg;Hacken;29;23;39;17;1,2609;1,4209;2,2941;1,7745;3,555;2,86;3,61;2,27;8,27;6,56;7,52;31,09
592;27/08/2023;07:00;POLAND;III LIGA - GROUP I - ROUND 5;Jagiellonia II;Pilica Bialobrzegi;46;21;30;22;2,1905;1,3316;1,3636;1,5824;3,5541;2,86;6,26;6,86;8,54;3,9;2,66;31,08
593;27/08/2023;09:00;GERMANY;2. BUNDESLIGA WOMEN - ROUND 2;Andernach W;Meppen W;47;21;29;22;2,2381;1,7969;1,3182;1,5192;3,5563;2,86;6,39;7,15;8,42;3,76;2,48;31,06
594;27/08/2023;10:00;CZECH REPUBLIC;DIVISION F - ROUND 4;Krnov;Jesenik;36;19;35;21;1,8947;1,4471;1,6667;1,5836;3,5614;2,84;5,38;5,1;8,97;4,73;3,94;30,96
595;27/08/2023;08:00;FRANCE;LIGUE 1 - ROUND 3;Rennes;Le Havre;48;21;31;24;2,2857;1,3145;1,2917;1,7907;3,5774;2,79;6,39;7,3;8,25;3,61;2,33;30,67
596;27/08/2023;12:00;CZECH REPUBLIC;DIVISION C - ROUND 4;Novy Bydzov;Trutnov;40;22;37;21;1,8182;1,6689;1,7619;1,1508;3,5801;2,79;5,07;4,61;8,93;4,91;4,33;30,64
597;27/08/2023;02:00;AUSTRALIA;NPL NSW - ROUND 30;Rockdale Ilinden;Blacktown City;45;22;37;24;2,0455;1,3307;1,5417;1,2903;3,5872;2,77;5,66;5,79;8,73;4,27;3,29;30,51
